mfcc0,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,mfcc21,mfcc22,mfcc23,mfcc24,mfcc25,mfcc26,mfcc27,mfcc28,mfcc29,mfcc30,mfcc31,mfcc32,mfcc33,mfcc34,mfcc35,mfcc36,user,status,filename
-455.8405456542969,16.522947311401367,11.28528881072998,7.125439643859863,4.655044078826904,3.3829240798950195,2.9214937686920166,2.747683048248291,2.1159372329711914,2.0248520374298096,2.2001004219055176,2.215914487838745,2.0814619064331055,0.5927507877349854,0.678399920463562,0.7171986699104309,0.7123020887374878,0.6971954703330994,0.7397804856300354,0.7562704682350159,0.7333343029022217,0.730541467666626,0.7115389108657837,0.6472075581550598,0.6093310713768005,23.964507485458668,12.555044485584618,14.17942868237261,16.155882539127543,16.264790216848205,15.918809917071313,17.149018714074376,0.016101335531345566,0.029364515095949173,2812.723997224037,4338.95589484479,5856.938073394495,user 1,0,Recording (10).wav
-455.4785461425781,19.80542755126953,13.35314655303955,7.882233619689941,4.583697319030762,3.027127504348755,2.597761869430542,2.8225133419036865,2.8489291667938232,2.886289358139038,2.4669578075408936,1.7398090362548828,1.251678228378296,0.6282387971878052,0.6478244662284851,0.7271943688392639,0.7406859993934631,0.7119894623756409,0.713519811630249,0.7337566018104553,0.7408493161201477,0.7220034003257751,0.7074047923088074,0.680551290512085,0.6435640454292297,21.28846811779692,13.565146552472807,14.753837747754334,16.83173900273855,15.989584176257784,15.474824457771224,17.52795998256762,0.031633898084916866,0.03372909873723984,3658.5333267469086,4666.1310521717405,7664.3965261282665,user 1,0,Recording (100).wav
-456.50421142578125,16.25094223022461,10.826955795288086,6.41323184967041,3.975653886795044,3.0316720008850098,2.795677661895752,2.5742886066436768,1.943051815032959,2.0135092735290527,2.379603862762451,2.4306259155273438,2.0807013511657715,0.6316556334495544,0.7175381779670715,0.7176265120506287,0.7186474800109863,0.7278448939323425,0.7798131704330444,0.7652548551559448,0.7510992288589478,0.769809901714325,0.722926139831543,0.6663013696670532,0.6330186724662781,23.717738842472244,12.609953004254088,13.562353970587724,15.672947812330463,16.843322559606072,15.84172422577114,17.188686520081,0.021368624403950955,0.03222671151161194,3444.433815771788,4676.251625349895,7358.097752043596,user 1,0,Recording (11).wav
-453.9419250488281,21.140634536743164,14.909482955932617,9.930187225341797,6.958903789520264,5.588938236236572,5.030947208404541,4.528998851776123,3.5199220180511475,3.378737688064575,3.693976402282715,3.595222234725952,3.040210723876953,0.5884455442428589,0.6586580276489258,0.6696375012397766,0.6709796190261841,0.680088996887207,0.7295204401016235,0.7523139119148254,0.7391855716705322,0.7478172779083252,0.735711932182312,0.6713069081306458,0.6139214634895325,23.007047142862138,14.415440228906455,15.076627658629592,17.30002052828291,17.241167527598844,16.203197116395824,17.35748059479437,0.01764117633258258,0.04624772444367409,2753.2626731888795,4108.592785206542,5783.643018018018,user 1,0,Recording (12).wav
-453.9354248046875,21.159847259521484,15.600630760192871,11.78250789642334,10.09512996673584,9.184605598449707,7.63383150100708,6.014679431915283,4.593112468719482,3.986743688583374,3.6653170585632324,3.4260740280151367,3.174250841140747,0.5314156413078308,0.5502592325210571,0.6094200611114502,0.6220155954360962,0.6506543159484863,0.6739019751548767,0.691032886505127,0.7169719338417053,0.6951915621757507,0.636500358581543,0.6328392028808594,0.6108657717704773,21.755370592481576,12.836223829420568,15.149696158516782,17.00253248159506,16.470354068058633,14.876493139465634,16.85422198315223,0.03385317724164134,0.06357211619615555,3905.574468987252,4549.817682909322,8680.067439209726,user 1,0,Recording (13).wav
-461.6978759765625,13.040277481079102,9.608476638793945,7.291169166564941,5.682615756988525,4.329537391662598,3.464566946029663,3.054049253463745,2.5032870769500732,2.388319969177246,2.4169249534606934,2.05222225189209,1.6932671070098877,0.6793525218963623,0.7585341334342957,0.7734948396682739,0.7827476859092712,0.8044637441635132,0.8312598466873169,0.8150538802146912,0.7841086387634277,0.7680050134658813,0.7434331178665161,0.7105875015258789,0.6806434988975525,20.989065642668287,11.546325073289736,13.115445598677853,14.848224822619667,15.880362890792906,15.148423515323543,16.23917733998467,0.03923600095177665,0.03390847146511078,5145.464970927691,5628.24451462231,11189.760469543147,user 1,0,Recording (14).wav
-457.5471496582031,17.02850914001465,11.646547317504883,7.899508476257324,5.453887462615967,3.8088104724884033,3.3336005210876465,3.3591461181640625,2.679145336151123,2.5709588527679443,2.9882326126098633,2.6828250885009766,2.111293315887451,0.6443153023719788,0.7346161603927612,0.7173221111297607,0.7123282551765442,0.7305737733840942,0.7569316029548645,0.7693108916282654,0.7557631134986877,0.7462331652641296,0.7090973854064941,0.6775698661804199,0.6514705419540405,21.480808532135168,13.523040434098393,14.162141226487803,15.948356876883174,16.715463821519453,16.324982943889907,16.68093357814089,0.028671593974820143,0.03507231920957565,3820.0937184829663,4772.9010014412215,8140.849820143885,user 1,0,Recording (15).wav
-455.73046875,19.5494327545166,14.488149642944336,10.821464538574219,8.370074272155762,6.639691352844238,5.532409191131592,4.940950393676758,3.9878759384155273,3.508885383605957,3.419896125793457,3.049501657485962,2.578160047531128,0.6412034630775452,0.6822062730789185,0.678139865398407,0.6806844472885132,0.714790403842926,0.7750012278556824,0.7847206592559814,0.7576359510421753,0.7317048907279968,0.7082158923149109,0.6857266426086426,0.6628189086914062,23.10425693347145,13.850892001640787,15.072802217316074,16.718194450043534,16.98823398197282,16.314945820813122,17.5856969872841,0.017860107421875,0.05067884922027588,3362.919376719461,4561.857541031661,7616.3671875,user 1,0,Recording (16).wav
-454.4566345214844,21.01934051513672,15.689266204833984,11.843698501586914,9.255553245544434,7.24558687210083,5.77329158782959,4.96726131439209,4.1539998054504395,4.050757884979248,4.109647750854492,3.5787153244018555,2.8941922187805176,0.6016823649406433,0.6849093437194824,0.6684991121292114,0.6714749932289124,0.6944026947021484,0.7465839982032776,0.776933491230011,0.7451900243759155,0.7441476583480835,0.7060577869415283,0.6562699675559998,0.6189268827438354,22.453364515168907,14.03944032892201,15.788968399979073,16.956853477114585,17.624682913117024,16.55115580779954,17.491166243561263,0.019076643318965518,0.05612630397081375,2977.0745709207545,4216.989744443076,6557.775198938992,user 1,0,Recording (17).wav
-469.1888122558594,16.870927810668945,9.5056734085083,5.645793437957764,3.6212337017059326,2.3989272117614746,2.2450218200683594,2.4256725311279297,1.8075050115585327,1.8625885248184204,2.4406373500823975,1.9217350482940674,1.498534083366394,0.6310163736343384,0.7215526700019836,0.7356531023979187,0.7195120453834534,0.7119597792625427,0.7477989196777344,0.7256256937980652,0.703116774559021,0.6963685154914856,0.6766894459724426,0.6439247727394104,0.6304782032966614,23.309938594639434,12.204385238347713,14.174279217982816,15.82187305859454,16.76006208524103,16.258154718513097,17.080577237368118,0.02351790559505988,0.018406642600893974,3159.5670283584527,4657.975696624196,6729.790419161676,user 1,0,Recording (18).wav
